selection,scenario_name,veh_year,veh_pt_type,drag_coef,frontal_area_m2,veh_override_kg,fc_peak_eff_override,mc_peak_eff_override,stop_start,force_aux_on_fc,glider_kg,veh_cg_m,drive_axle_weight_frac,wheel_base_m,cargo_kg,comp_mass_multiplier,fs_max_kw,fs_secs_to_peak_pwr,fs_kwh,fs_kwh_per_kg,fc_max_kw,fc_pwr_out_perc,fc_eff_map,fc_eff_type,fc_sec_to_peak_pwr,fc_base_kg,fc_kw_per_kg,min_fc_time_on,idle_fc_kw,mc_max_kw,mc_pwr_out_perc,mc_eff_map,mc_sec_to_peak_pwr,mc_pe_kg_per_kw,mc_pe_base_kg,ess_max_kw,ess_max_kwh,ess_kg_per_kwh,ess_base_kg,ess_round_trip_eff,ess_life_coef_a,ess_life_coef_b,min_soc,max_soc,ess_dischg_to_fc_max_eff_perc,ess_chg_to_fc_max_eff_perc,wheel_inertia_kg_m2,num_wheels,wheel_rr_coef,wheel_radius_m,wheel_coef_of_fric,max_accel_buffer_mph,max_accel_buffer_perc_of_useable_soc,perc_high_acc_buf,mph_fc_on,kw_demand_fc_on,max_regen,alt_eff,chg_eff,aux_kw,trans_kg,trans_eff,ess_to_fuel_ok_error,val_udds_mpgge,val_hwy_mpgge,val_comb_mpgge,val_udds_kwh_per_mile,val_hwy_kwh_per_mile,val_comb_kwh_per_mile,val_cd_range_mi,val_const65_mph_kwh_per_mile,val_const60_mph_kwh_per_mile,val_const55_mph_kwh_per_mile,val_const45_mph_kwh_per_mile,val_unadj_udds_kwh_per_mile,val_unadj_hwy_kwh_per_mile,val0_to60_mph,val_ess_life_miles,val_range_miles,val_veh_base_cost,val_msrp
502,"Class 8 Sleeper cab low roof (PHEV, 2025, no program)",2025,PHEV,0.71,6.9,NA,-1,-1,FALSE,FALSE,11607.77349,-0.46,0.8,5.88,17236,1.2,5000,1,11385,12.67,334.8891509,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04373329,0.06559994,0.12026656,0.21866647,0.27333309,0.36079968,0.40453297,0.44826627,0.48106624,0.49199956,0.49199956,0.49199956]",HD_Diesel,6,0,0.26,5,0,352.1844181,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.58,0,374.6642745,1307.889667,4.39,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.006021667,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,3.23,300,0.97,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,"Class 8 Sleeper cab high roof (PHEV, 2030, no program)",2030,PHEV,0.68,10.4,NA,-1,-1,FALSE,FALSE,11776,-0.46,0.8,5.88,17236,1.2,5000,1,11385,12.67,318.38,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",HD_Diesel,6,0,0.26,5,0,337.51,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.33,0,357.54,1492.02,3.67,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005733875,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,3.03,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,"Class 8 Sleeper cab mid roof (PHEV, 2030, no program)",2030,PHEV,0.82,7.7,NA,-1,-1,FALSE,FALSE,11769.25025,-0.46,0.8,5.88,17236,1.2,5000,1,11385,12.67,329.9561204,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04449251,0.06673877,0.1223544,0.22246255,0.27807819,0.36706321,0.41155572,0.45604823,0.48941761,0.50054074,0.50054074,0.50054074]",HD_Diesel,6,0,0.26,5,0,346.5189706,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.33,0,368.6372027,1231.620435,3.67,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005923521,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,3.03,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,"Class 8 Sleeper cab low roof (PHEV, 2030, no program)",2030,PHEV,0.71,6.9,NA,-1,-1,FALSE,FALSE,11769.25025,-0.46,0.8,5.88,17236,1.2,5000,1,11385,12.67,329.9561204,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04449251,0.06673877,0.1223544,0.22246255,0.27807819,0.36706321,0.41155572,0.45604823,0.48941761,0.50054074,0.50054074,0.50054074]",HD_Diesel,6,0,0.26,5,0,346.5189706,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.33,0,368.6372027,1231.620435,3.67,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005923521,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,3.03,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,"Class 8 Sleeper cab high roof (PHEV, 2035, no program)",2035,PHEV,0.68,10.4,NA,-1,-1,FALSE,FALSE,11776,-0.46,0.8,5.88,17236,1.2,5000,1,11385,12.67,313.705,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",HD_Diesel,6,0,0.26,5,0,335.54,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.29,0,353.28,1391.89,3.31,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005481438,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,2.945,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,"Class 8 Sleeper cab mid roof (PHEV, 2035, no program)",2035,PHEV,0.82,7.7,NA,-1,-1,FALSE,FALSE,11632.17044,-0.46,0.8,5.88,17236,1.2,5000,1,11385,12.67,328.287146,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.045357145, 0.06803572, 0.124732145, 0.22678572000000002, 0.28348215, 0.374196435, 0.41955358, 0.46491072499999997, 0.49892857999999995, 0.5102678650000001, 0.5102678650000001, 0.5102678650000001]",HD_Diesel,6,0,0.26,5,0,344.3479161,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.29,0,366.3275703,1165.026426,3.31,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005659208,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,2.945,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,"Class 8 Sleeper cab low roof (PHEV, 2035, no program)",2035,PHEV,0.71,6.9,NA,-1,-1,FALSE,FALSE,11632.17044,-0.46,0.8,5.88,17236,1.2,5000,1,11385,12.67,328.287146,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.045357145, 0.06803572, 0.124732145, 0.22678572000000002, 0.28348215, 0.374196435, 0.41955358, 0.46491072499999997, 0.49892857999999995, 0.5102678650000001, 0.5102678650000001, 0.5102678650000001]",HD_Diesel,6,0,0.26,5,0,344.3479161,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.29,0,366.3275703,1165.026426,3.31,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005659208,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,2.945,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,"Class 8 Sleeper cab high roof (PHEV, 2040, no program)",2040,PHEV,0.68,10.4,NA,-1,-1,FALSE,FALSE,11776,-0.46,0.8,5.88,17236,1.2,5000,1,11385,12.67,309.03,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",HD_Diesel,6,0,0.26,5,0,333.57,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.25,0,349.02,1291.76,2.95,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005229,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,2.86,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,"Class 8 Sleeper cab mid roof (PHEV, 2040, no program)",2040,PHEV,0.82,7.7,NA,-1,-1,FALSE,FALSE,11495.09063,-0.46,0.8,5.88,17236,1.2,5000,1,11385,12.67,326.6181716,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04622178,0.06933267,0.12710989,0.23110889,0.28888611,0.38132966,0.42755144,0.47377322,0.50843955,0.51999499,0.51999499,0.51999499]",HD_Diesel,6,0,0.26,5,0,342.1768616,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.25,0,364.0179379,1098.432416,2.95,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005394895,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,2.86,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,"Class 8 Sleeper cab low roof (PHEV, 2040, no program)",2040,PHEV,0.71,6.9,NA,-1,-1,FALSE,FALSE,11495.09063,-0.46,0.8,5.88,17236,1.2,5000,1,11385,12.67,326.6181716,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04622178,0.06933267,0.12710989,0.23110889,0.28888611,0.38132966,0.42755144,0.47377322,0.50843955,0.51999499,0.51999499,0.51999499]",HD_Diesel,6,0,0.26,5,0,342.1768616,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.25,0,364.0179379,1098.432416,2.95,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005394895,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,2.86,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,"Class 8 Sleeper cab high roof (PHEV, 2050, no program)",2050,PHEV,0.68,10.4,NA,-1,-1,FALSE,FALSE,11776,-0.46,0.8,5.88,17236,1.2,5000,1,11385,12.67,287.87,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",HD_Diesel,6,0,0.26,5,0,305.91,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.13,0,312.15,860.43,2.61,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.004623,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,2.74,300,0.99,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,"Class 8 Sleeper cab mid roof (PHEV, 2050, no program)",2050,PHEV,0.82,7.7,NA,-1,-1,FALSE,FALSE,11618.88278,-0.46,0.8,5.88,17236,1.2,5000,1,11385,12.67,319.2701134,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.0479996,0.0719994,0.1319989,0.23999801,0.29999751,0.39599671,0.44399631,0.49199591,0.52799561,0.53999551,0.53999551,0.53999551]",HD_Diesel,6,0,0.26,5,0,335.9272184,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.13,0,357.3693813,945.1224915,2.61,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.004775904,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,2.74,300,0.99,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,"Class 8 Sleeper cab low roof (PHEV, 2050, no program)",2050,PHEV,0.71,6.9,NA,-1,-1,FALSE,FALSE,11618.88278,-0.46,0.8,5.88,17236,1.2,5000,1,11385,12.67,319.2701134,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.0479996,0.0719994,0.1319989,0.23999801,0.29999751,0.39599671,0.44399631,0.49199591,0.52799561,0.53999551,0.53999551,0.53999551]",HD_Diesel,6,0,0.26,5,0,335.9272184,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.13,0,357.3693813,945.1224915,2.61,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.004775904,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,2.74,300,0.99,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,"Class 8 Sleeper cab high roof (PHEV, 2025, program success)",2025,PHEV,0.68,10.4,NA,-1,-1,FALSE,FALSE,11776,-0.46,0.8,5.88,17236,1.2,5000,1,11385,12.67,328.97,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",HD_Diesel,6,0,0.26,5,0,344.63,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.39,0,366.75,1628.14,4.18,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005931667,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,3.23,300,0.97,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,"Class 8 Sleeper cab mid roof (PHEV, 2025, program success)",2025,PHEV,0.82,7.7,NA,-1,-1,FALSE,FALSE,11489.94138,-0.46,0.8,5.88,17236,1.2,5000,1,11385,12.67,335.4662429,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04520433,0.0678065,0.12431192,0.22602166,0.28252708,0.37293575,0.41814008,0.46334441,0.49724766,0.50854874,0.50854874,0.50854874]",HD_Diesel,6,0,0.26,5,0,350.6944556,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.39,0,373.0792081,1301.885171,4.18,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.006021667,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,3.23,300,0.97,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,"Class 8 Sleeper cab low roof (PHEV, 2025, program success)",2025,PHEV,0.71,6.9,NA,-1,-1,FALSE,FALSE,11489.94138,-0.46,0.8,5.88,17236,1.2,5000,1,11385,12.67,335.4662429,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04520433,0.0678065,0.12431192,0.22602166,0.28252708,0.37293575,0.41814008,0.46334441,0.49724766,0.50854874,0.50854874,0.50854874]",HD_Diesel,6,0,0.26,5,0,350.6944556,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.39,0,373.0792081,1301.885171,4.18,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.006021667,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,3.23,300,0.97,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,"Class 8 Sleeper cab high roof (PHEV, 2030, program success)",2030,PHEV,0.68,10.4,NA,-1,-1,FALSE,FALSE,11776,-0.46,0.8,5.88,17236,1.2,5000,1,11385,12.67,318.38,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",HD_Diesel,6,0,0.26,5,0,337.51,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.22,0,357.54,1492.02,3.3,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005721875,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,3.03,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,"Class 8 Sleeper cab mid roof (PHEV, 2030, program success)",2030,PHEV,0.82,7.7,NA,-1,-1,FALSE,FALSE,11751.51922,-0.46,0.8,5.88,17236,1.2,5000,1,11385,12.67,330.0578087,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04708971,0.07063456,0.1294967,0.23544854,0.29431067,0.38849009,0.43557979,0.4826695,0.51798678,0.52975921,0.52975921,0.52975921]",HD_Diesel,6,0,0.26,5,0,345.3903161,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.22,0,367.4365065,1207.80494,3.3,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005808692,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,3.03,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,"Class 8 Sleeper cab low roof (PHEV, 2030, program success)",2030,PHEV,0.71,6.9,NA,-1,-1,FALSE,FALSE,11751.51922,-0.46,0.8,5.88,17236,1.2,5000,1,11385,12.67,330.0578087,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04708971,0.07063456,0.1294967,0.23544854,0.29431067,0.38849009,0.43557979,0.4826695,0.51798678,0.52975921,0.52975921,0.52975921]",HD_Diesel,6,0,0.26,5,0,345.3903161,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.22,0,367.4365065,1207.80494,3.3,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005808692,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,3.03,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,"Class 8 Sleeper cab high roof (PHEV, 2035, program success)",2035,PHEV,0.68,10.4,NA,-1,-1,FALSE,FALSE,11776,-0.46,0.8,5.88,17236,1.2,5000,1,11385,12.67,313.705,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",HD_Diesel,6,0,0.26,5,0,335.54,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.195,0,353.28,1391.89,2.935,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005360938,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,2.945,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,"Class 8 Sleeper cab mid roof (PHEV, 2035, program success)",2035,PHEV,0.82,7.7,NA,-1,-1,FALSE,FALSE,11631.14232,-0.46,0.8,5.88,17236,1.2,5000,1,11385,12.67,327.7601152,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04708971, 0.07063456, 0.1294967, 0.23544854, 0.29431067, 0.38849009, 0.43557979, 0.4826695, 0.51798678, 0.52975921, 0.52975921, 0.52975921]",HD_Diesel,6,0,0.26,5,0,349.0451698,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.195,0,371.3246487,1140.85633,2.935,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005442278,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,2.945,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,"Class 8 Sleeper cab low roof (PHEV, 2035, program success)",2035,PHEV,0.71,6.9,NA,-1,-1,FALSE,FALSE,11631.14232,-0.46,0.8,5.88,17236,1.2,5000,1,11385,12.67,327.7601152,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04708971, 0.07063456, 0.1294967, 0.23544854, 0.29431067, 0.38849009, 0.43557979, 0.4826695, 0.51798678, 0.52975921, 0.52975921, 0.52975921]",HD_Diesel,6,0,0.26,5,0,349.0451698,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.195,0,371.3246487,1140.85633,2.935,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005442278,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,2.945,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,"Class 8 Sleeper cab high roof (PHEV, 2040, program success)",2040,PHEV,0.68,10.4,NA,-1,-1,FALSE,FALSE,11776,-0.46,0.8,5.88,17236,1.2,5000,1,11385,12.67,309.03,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",HD_Diesel,6,0,0.26,5,0,333.57,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.17,0,349.02,1291.76,2.57,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,2.86,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,"Class 8 Sleeper cab mid roof (PHEV, 2040, program success)",2040,PHEV,0.82,7.7,NA,-1,-1,FALSE,FALSE,11510.76543,-0.46,0.8,5.88,17236,1.2,5000,1,11385,12.67,325.4624217,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.05125126,0.07687688,0.14094095,0.25625628,0.32032035,0.42282286,0.47407412,0.52532537,0.56376381,0.57657663,0.57657663,0.57657663]",HD_Diesel,6,0,0.26,5,0,352.7000234,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.17,0,375.2127909,1073.907721,2.57,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005075864,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,2.86,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,"Class 8 Sleeper cab low roof (PHEV, 2040, program success)",2040,PHEV,0.71,6.9,NA,-1,-1,FALSE,FALSE,11510.76543,-0.46,0.8,5.88,17236,1.2,5000,1,11385,12.67,325.4624217,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.05125126,0.07687688,0.14094095,0.25625628,0.32032035,0.42282286,0.47407412,0.52532537,0.56376381,0.57657663,0.57657663,0.57657663]",HD_Diesel,6,0,0.26,5,0,352.7000234,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.17,0,375.2127909,1073.907721,2.57,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005075864,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,2.86,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,"Class 8 Sleeper cab high roof (PHEV, 2050, program success)",2050,PHEV,0.68,10.4,NA,-1,-1,FALSE,FALSE,11776,-0.46,0.8,5.88,17236,1.2,5000,1,11385,12.67,287.87,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",HD_Diesel,6,0,0.26,5,0,305.91,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.08,0,312.15,860.43,2.25,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.004,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,2.74,300,0.99,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,"Class 8 Sleeper cab mid roof (PHEV, 2050, program success)",2050,PHEV,0.82,7.7,NA,-1,-1,FALSE,FALSE,11246.6824,-0.46,0.8,5.88,17236,1.2,5000,1,11385,12.67,316.3493463,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.05244443,0.07866664,0.14422218,0.26222214,0.32777767,0.43266653,0.48511095,0.53755538,0.5768887,0.58999981,0.58999981,0.58999981]",HD_Diesel,6,0,0.26,5,0,332.1081429,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.08,0,353.306535,886.852046,2.25,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.004060691,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,2.74,300,0.99,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
